trial,observer,session,scene,dist_type1,dist_level1,dist_type2,dist_level2,selected
491,obs_14,S,Cobblestone,LINEAR,10,LINEAR,7,2
492,obs_14,S,Car,OPT,7,OPT,10,1
493,obs_14,S,Car,OPT,17,OPT,24,1
494,obs_14,S,Car,NN,17,NN,24,2
495,obs_14,S,Cobblestone,NN,17,NN,10,1
496,obs_14,S,Car,DQ,7,OPT,7,1
497,obs_14,S,Car,LINEAR,4,NN,4,2
498,obs_14,S,Car,OPT,17,OPT,10,2
499,obs_14,S,Cobblestone,LINEAR,10,OPT,10,2
500,obs_14,S,Cobblestone,OPT,17,OPT,24,1
501,obs_14,S,Car,DQ,24,NN,24,1
502,obs_14,S,Car,DQ,7,DQ,4,2
503,obs_14,S,Cobblestone,DQ,4,NN,4,1
504,obs_14,S,Cobblestone,DQ,1,NN,1,2
505,obs_14,S,Car,OPT,17,DQ,17,1
506,obs_14,S,Cobblestone,LINEAR,1,DQ,1,2
507,obs_14,S,Cobblestone,DQ,10,LINEAR,10,1
508,obs_14,S,Car,LINEAR,7,NN,7,2
509,obs_14,S,Car,LINEAR,4,DQ,4,2
510,obs_14,S,Cobblestone,OPT,17,LINEAR,17,1
511,obs_14,S,Car,LINEAR,17,NN,17,2
512,obs_14,S,Cobblestone,Reference,0,DQ,1,1
513,obs_14,S,Car,DQ,7,DQ,10,1
514,obs_14,S,Car,DQ,24,LINEAR,24,1
515,obs_14,S,Car,OPT,24,DQ,24,1
516,obs_14,S,Car,LINEAR,7,DQ,7,2
517,obs_14,S,Cobblestone,DQ,4,DQ,1,1
518,obs_14,S,Cobblestone,DQ,17,NN,17,2
519,obs_14,S,Cobblestone,DQ,24,NN,24,2
520,obs_14,S,Cobblestone,LINEAR,7,NN,7,2
521,obs_14,S,Cobblestone,OPT,24,NN,24,1
522,obs_14,S,Car,LINEAR,17,OPT,17,2
523,obs_14,S,Cobblestone,LINEAR,24,NN,24,2
524,obs_14,S,Car,OPT,17,NN,17,2
525,obs_14,S,Car,NN,7,OPT,7,2
526,obs_14,S,Car,OPT,1,OPT,4,1
527,obs_14,S,Car,OPT,24,LINEAR,24,1
528,obs_14,S,Car,NN,10,NN,17,1
529,obs_14,S,Car,Reference,0,DQ,1,2
530,obs_14,S,Cobblestone,NN,10,OPT,10,2
531,obs_14,S,Cobblestone,OPT,10,OPT,7,1
532,obs_14,S,Cobblestone,OPT,4,NN,4,2
533,obs_14,S,Cobblestone,DQ,24,OPT,24,2
534,obs_14,S,Cobblestone,NN,4,LINEAR,4,1
535,obs_14,S,Car,LINEAR,1,LINEAR,4,1
536,obs_14,S,Cobblestone,NN,1,NN,4,2
537,obs_14,S,Cobblestone,DQ,10,DQ,17,2
538,obs_14,S,Car,NN,1,Reference,0,1
539,obs_14,S,Car,NN,4,OPT,4,2
540,obs_14,S,Car,OPT,4,OPT,7,1
541,obs_14,S,Car,LINEAR,24,LINEAR,17,2
542,obs_14,S,Cobblestone,DQ,4,LINEAR,4,2
543,obs_14,S,Cobblestone,LINEAR,17,NN,17,2
544,obs_14,S,Car,DQ,10,NN,10,1
545,obs_14,S,Car,OPT,10,DQ,10,1
546,obs_14,S,Car,LINEAR,10,NN,10,2
547,obs_14,S,Car,LINEAR,7,LINEAR,4,1
548,obs_14,S,Cobblestone,OPT,24,LINEAR,24,2
549,obs_14,S,Car,LINEAR,17,LINEAR,10,1
550,obs_14,S,Cobblestone,OPT,1,NN,1,2
551,obs_14,S,Cobblestone,Reference,0,LINEAR,1,1
552,obs_14,S,Car,DQ,17,LINEAR,17,1
553,obs_14,S,Car,LINEAR,4,OPT,4,2
554,obs_14,S,Cobblestone,LINEAR,7,LINEAR,4,2
555,obs_14,S,Car,LINEAR,10,OPT,10,2
556,obs_14,S,Car,NN,24,LINEAR,24,1
557,obs_14,S,Car,DQ,10,DQ,17,1
558,obs_14,S,Cobblestone,NN,7,NN,4,2
559,obs_14,S,Cobblestone,OPT,17,OPT,10,2
560,obs_14,S,Car,DQ,10,LINEAR,10,1
561,obs_14,S,Car,NN,10,OPT,10,2
562,obs_14,S,Cobblestone,LINEAR,17,DQ,17,2
563,obs_14,S,Car,DQ,7,NN,7,2
564,obs_14,S,Cobblestone,LINEAR,17,LINEAR,24,1
565,obs_14,S,Cobblestone,NN,7,OPT,7,2
566,obs_14,S,Car,DQ,17,NN,17,2
567,obs_14,S,Cobblestone,OPT,17,DQ,17,2
568,obs_14,S,Cobblestone,LINEAR,24,DQ,24,2
569,obs_14,S,Cobblestone,Reference,0,OPT,1,1
570,obs_14,S,Car,LINEAR,1,Reference,0,2
571,obs_14,S,Car,LINEAR,7,LINEAR,10,1
572,obs_14,S,Car,NN,1,LINEAR,1,2
573,obs_14,S,Car,DQ,1,DQ,4,1
574,obs_14,S,Cobblestone,NN,24,NN,17,2
575,obs_14,S,Cobblestone,OPT,4,DQ,4,2
576,obs_14,S,Car,LINEAR,7,OPT,7,2
577,obs_14,S,Cobblestone,OPT,10,DQ,10,2
578,obs_14,S,Cobblestone,NN,10,DQ,10,2
579,obs_14,S,Car,NN,4,NN,1,1
580,obs_14,S,Cobblestone,NN,7,NN,10,2
581,obs_14,S,Cobblestone,OPT,7,OPT,4,1
582,obs_14,S,Cobblestone,LINEAR,17,LINEAR,10,2
583,obs_14,S,Cobblestone,DQ,1,OPT,1,2
584,obs_14,S,Cobblestone,OPT,1,LINEAR,1,1
585,obs_14,S,Cobblestone,OPT,4,LINEAR,4,2
586,obs_14,S,Car,NN,7,NN,10,1
587,obs_14,S,Cobblestone,DQ,24,DQ,17,2
588,obs_14,S,Cobblestone,DQ,7,LINEAR,7,1
589,obs_14,S,Car,OPT,1,LINEAR,1,2
590,obs_14,S,Car,DQ,24,DQ,17,2
591,obs_14,S,Cobblestone,Reference,0,NN,1,2
592,obs_14,S,Cobblestone,OPT,7,DQ,7,1
593,obs_14,S,Cobblestone,OPT,17,NN,17,2
594,obs_14,S,Cobblestone,LINEAR,1,LINEAR,4,1
595,obs_14,S,Car,OPT,4,DQ,4,1
596,obs_14,S,Cobblestone,NN,10,LINEAR,10,1
597,obs_14,S,Cobblestone,DQ,7,DQ,10,2
598,obs_14,S,Cobblestone,OPT,4,OPT,1,2
599,obs_14,S,Car,DQ,1,OPT,1,2
600,obs_14,S,Car,LINEAR,1,DQ,1,1
601,obs_17,S,Car,LINEAR,10,NN,10,2
602,obs_17,S,Cobblestone,NN,7,LINEAR,7,1
603,obs_17,S,Cobblestone,DQ,17,DQ,24,2
604,obs_17,S,Cobblestone,LINEAR,4,NN,4,2
605,obs_17,S,Cobblestone,LINEAR,7,LINEAR,10,1
606,obs_17,S,Cobblestone,LINEAR,24,NN,24,2
607,obs_17,S,Cobblestone,DQ,1,LINEAR,1,2
608,obs_17,S,Car,Reference,0,LINEAR,1,1
609,obs_17,S,Cobblestone,DQ,7,DQ,10,1
610,obs_17,S,Car,DQ,24,LINEAR,24,1
611,obs_17,S,Car,LINEAR,10,LINEAR,17,1
612,obs_17,S,Car,NN,4,NN,7,1
613,obs_17,S,Car,Reference,0,NN,1,1
614,obs_17,S,Cobblestone,DQ,10,DQ,17,1
615,obs_17,S,Cobblestone,NN,4,NN,7,2
616,obs_17,S,Cobblestone,OPT,7,OPT,4,1
617,obs_17,S,Cobblestone,DQ,24,NN,24,2
618,obs_17,S,Cobblestone,OPT,17,DQ,17,1
619,obs_17,S,Cobblestone,OPT,10,LINEAR,10,1
620,obs_17,S,Car,DQ,1,LINEAR,1,1
621,obs_17,S,Cobblestone,DQ,4,OPT,4,2
622,obs_17,S,Cobblestone,NN,17,OPT,17,2
623,obs_17,S,Cobblestone,LINEAR,17,LINEAR,10,2
624,obs_17,S,Car,OPT,1,OPT,4,1
625,obs_17,S,Car,NN,24,DQ,24,1
626,obs_17,S,Cobblestone,OPT,7,DQ,7,2
627,obs_17,S,Cobblestone,NN,4,DQ,4,2
628,obs_17,S,Car,DQ,4,OPT,4,1
629,obs_17,S,Car,NN,4,DQ,4,1
630,obs_17,S,Cobblestone,DQ,17,LINEAR,17,1
631,obs_17,S,Cobblestone,NN,7,DQ,7,1
632,obs_17,S,Car,DQ,17,DQ,24,1
633,obs_17,S,Cobblestone,LINEAR,4,DQ,4,2
634,obs_17,S,Cobblestone,OPT,17,OPT,10,2
635,obs_17,S,Cobblestone,OPT,10,OPT,7,2
636,obs_17,S,Car,OPT,10,OPT,17,1
637,obs_17,S,Car,OPT,7,OPT,10,1
638,obs_17,S,Car,DQ,17,OPT,17,2
639,obs_17,S,Car,DQ,17,LINEAR,17,1
640,obs_17,S,Cobblestone,OPT,24,NN,24,2
641,obs_17,S,Car,NN,7,LINEAR,7,1
642,obs_17,S,Cobblestone,LINEAR,17,LINEAR,24,1
643,obs_17,S,Car,LINEAR,7,LINEAR,4,2
644,obs_17,S,Car,DQ,17,DQ,10,1
645,obs_17,S,Cobblestone,DQ,10,LINEAR,10,2
646,obs_17,S,Car,NN,1,LINEAR,1,1
647,obs_17,S,Cobblestone,OPT,10,NN,10,1
648,obs_17,S,Car,DQ,4,DQ,1,1
649,obs_17,S,Cobblestone,DQ,4,DQ,1,1
650,obs_17,S,Cobblestone,LINEAR,1,NN,1,2
651,obs_17,S,Car,LINEAR,24,NN,24,2
652,obs_17,S,Car,LINEAR,7,DQ,7,2
653,obs_17,S,Cobblestone,DQ,24,OPT,24,2
654,obs_17,S,Car,NN,1,DQ,1,1
655,obs_17,S,Cobblestone,LINEAR,1,OPT,1,2
656,obs_17,S,Car,DQ,7,DQ,10,1
657,obs_17,S,Car,DQ,7,OPT,7,2
658,obs_17,S,Cobblestone,DQ,7,LINEAR,7,1
659,obs_17,S,Cobblestone,Reference,0,OPT,1,1
660,obs_17,S,Car,NN,7,OPT,7,2
661,obs_17,S,Cobblestone,NN,1,Reference,0,1
662,obs_17,S,Cobblestone,LINEAR,24,OPT,24,2
663,obs_17,S,Car,NN,4,LINEAR,4,1
664,obs_17,S,Car,LINEAR,10,DQ,10,2
665,obs_17,S,Car,NN,1,OPT,1,1
666,obs_17,S,Cobblestone,DQ,24,LINEAR,24,1
667,obs_17,S,Car,DQ,4,LINEAR,4,1
668,obs_17,S,Car,OPT,4,NN,4,1
669,obs_17,S,Car,OPT,7,LINEAR,7,1
670,obs_17,S,Car,LINEAR,17,NN,17,2
671,obs_17,S,Cobblestone,OPT,7,LINEAR,7,1
672,obs_17,S,Car,LINEAR,1,LINEAR,4,1
673,obs_17,S,Car,LINEAR,1,OPT,1,1
674,obs_17,S,Car,LINEAR,17,LINEAR,24,1
675,obs_17,S,Cobblestone,LINEAR,17,OPT,17,2
676,obs_17,S,Car,NN,4,NN,1,1
677,obs_17,S,Car,OPT,10,NN,10,1
678,obs_17,S,Cobblestone,Reference,0,DQ,1,1
679,obs_17,S,Cobblestone,OPT,10,DQ,10,2
680,obs_17,S,Cobblestone,NN,10,LINEAR,10,1
681,obs_17,S,Cobblestone,OPT,24,OPT,17,2
682,obs_17,S,Car,Reference,0,OPT,1,1
683,obs_17,S,Car,LINEAR,24,OPT,24,2
684,obs_17,S,Car,DQ,1,Reference,0,2
685,obs_17,S,Car,NN,17,NN,10,2
686,obs_17,S,Car,LINEAR,17,OPT,17,2
687,obs_17,S,Car,OPT,10,LINEAR,10,1
688,obs_17,S,Cobblestone,NN,17,NN,24,1
689,obs_17,S,Cobblestone,OPT,7,NN,7,2
690,obs_17,S,Cobblestone,NN,1,OPT,1,2
691,obs_17,S,Car,OPT,24,DQ,24,1
692,obs_17,S,Cobblestone,DQ,7,DQ,4,2
693,obs_17,S,Car,LINEAR,4,OPT,4,2
694,obs_17,S,Car,NN,24,OPT,24,2
695,obs_17,S,Cobblestone,OPT,4,OPT,1,2
696,obs_17,S,Car,NN,10,DQ,10,1
697,obs_17,S,Car,NN,17,NN,24,2
698,obs_17,S,Cobblestone,OPT,4,LINEAR,4,2
699,obs_17,S,Cobblestone,DQ,17,NN,17,2
700,obs_17,S,Cobblestone,LINEAR,1,LINEAR,4,1
701,obs_17,S,Car,LINEAR,7,LINEAR,10,2
702,obs_17,S,Car,DQ,7,NN,7,1
703,obs_17,S,Cobblestone,DQ,1,OPT,1,2
704,obs_17,S,Cobblestone,NN,1,DQ,1,1
705,obs_17,S,Cobblestone,NN,17,NN,10,1
706,obs_17,S,Car,DQ,7,DQ,4,1
707,obs_17,S,Car,OPT,24,OPT,17,2
708,obs_17,S,Cobblestone,OPT,4,NN,4,2
709,obs_17,S,Car,OPT,4,OPT,7,1
710,obs_17,S,Car,NN,17,OPT,17,2
711,obs_17,S,Car,OPT,1,DQ,1,1
712,obs_17,S,Cobblestone,NN,17,LINEAR,17,1
713,obs_17,S,Car,DQ,10,OPT,10,2
714,obs_17,S,Cobblestone,NN,4,NN,1,2
715,obs_17,S,Cobblestone,NN,10,NN,7,2
716,obs_17,S,Cobblestone,Reference,0,LINEAR,1,2
717,obs_17,S,Car,NN,17,DQ,17,1
718,obs_17,S,Cobblestone,LINEAR,4,LINEAR,7,2
719,obs_17,S,Car,NN,7,NN,10,2
720,obs_17,S,Cobblestone,NN,10,DQ,10,1
721,obs_15,S,Cobblestone,DQ,1,NN,1,2
722,obs_15,S,Car,NN,10,NN,7,2
723,obs_15,S,Cobblestone,DQ,10,OPT,10,1
724,obs_15,S,Car,DQ,4,DQ,7,1
725,obs_15,S,Cobblestone,DQ,17,LINEAR,17,1
726,obs_15,S,Car,OPT,17,LINEAR,17,1
727,obs_15,S,Car,OPT,1,OPT,4,2
728,obs_15,S,Cobblestone,LINEAR,24,DQ,24,2
729,obs_15,S,Car,DQ,1,Reference,0,1
730,obs_15,S,Car,DQ,7,LINEAR,7,1
731,obs_15,S,Car,NN,17,OPT,17,2
732,obs_15,S,Car,LINEAR,4,OPT,4,1
733,obs_15,S,Car,LINEAR,17,DQ,17,2
734,obs_15,S,Cobblestone,NN,17,DQ,17,2
735,obs_15,S,Cobblestone,DQ,10,NN,10,1
736,obs_15,S,Cobblestone,DQ,7,OPT,7,2
737,obs_15,S,Car,DQ,24,NN,24,1
738,obs_15,S,Cobblestone,NN,4,NN,1,1
739,obs_15,S,Car,OPT,4,NN,4,1
740,obs_15,S,Cobblestone,LINEAR,1,Reference,0,2
741,obs_15,S,Car,DQ,24,OPT,24,2
742,obs_15,S,Cobblestone,NN,4,LINEAR,4,1
743,obs_15,S,Car,LINEAR,7,LINEAR,10,1
744,obs_15,S,Car,OPT,24,OPT,17,2
745,obs_15,S,Cobblestone,OPT,7,OPT,10,2
746,obs_15,S,Cobblestone,LINEAR,1,DQ,1,2
747,obs_15,S,Car,LINEAR,7,LINEAR,4,2
748,obs_15,S,Cobblestone,OPT,1,DQ,1,2
749,obs_15,S,Cobblestone,DQ,4,OPT,4,2
750,obs_15,S,Car,LINEAR,4,LINEAR,1,1
751,obs_15,S,Cobblestone,DQ,4,NN,4,2
752,obs_15,S,Car,OPT,1,NN,1,2
753,obs_15,S,Car,Reference,0,OPT,1,2
754,obs_15,S,Cobblestone,DQ,17,OPT,17,2
755,obs_15,S,Car,OPT,10,OPT,7,2
756,obs_15,S,Cobblestone,LINEAR,17,LINEAR,24,2
757,obs_15,S,Car,OPT,10,DQ,10,1
758,obs_15,S,Car,NN,17,NN,10,2
759,obs_15,S,Car,LINEAR,24,OPT,24,2
760,obs_15,S,Car,DQ,7,DQ,10,1
761,obs_15,S,Cobblestone,LINEAR,4,LINEAR,7,1
762,obs_15,S,Cobblestone,NN,1,LINEAR,1,2
763,obs_15,S,Cobblestone,LINEAR,24,NN,24,1
764,obs_15,S,Car,NN,17,DQ,17,2
765,obs_15,S,Cobblestone,Reference,0,NN,1,2
766,obs_15,S,Cobblestone,LINEAR,10,NN,10,1
767,obs_15,S,Car,LINEAR,24,DQ,24,2
768,obs_15,S,Car,OPT,10,LINEAR,10,1
769,obs_15,S,Cobblestone,NN,4,NN,7,2
770,obs_15,S,Cobblestone,OPT,1,LINEAR,1,2
771,obs_15,S,Car,NN,4,LINEAR,4,1
772,obs_15,S,Cobblestone,DQ,10,DQ,7,2
773,obs_15,S,Car,LINEAR,1,NN,1,1
774,obs_15,S,Car,LINEAR,4,DQ,4,1
775,obs_15,S,Cobblestone,OPT,7,LINEAR,7,2
776,obs_15,S,Cobblestone,Reference,0,DQ,1,2
777,obs_15,S,Cobblestone,NN,17,LINEAR,17,2
778,obs_15,S,Cobblestone,NN,1,OPT,1,2
779,obs_15,S,Cobblestone,LINEAR,7,DQ,7,2
780,obs_15,S,Car,OPT,7,NN,7,1
781,obs_15,S,Car,NN,24,LINEAR,24,2
782,obs_15,S,Car,DQ,1,OPT,1,1
783,obs_15,S,Car,LINEAR,7,NN,7,1
784,obs_15,S,Car,NN,7,NN,4,1
785,obs_15,S,Cobblestone,NN,7,NN,10,1
786,obs_15,S,Car,LINEAR,10,LINEAR,17,1
787,obs_15,S,Car,NN,7,DQ,7,2
788,obs_15,S,Cobblestone,OPT,17,NN,17,1
789,obs_15,S,Cobblestone,OPT,17,OPT,10,2
790,obs_15,S,Car,NN,1,DQ,1,1
791,obs_15,S,Cobblestone,OPT,24,NN,24,1
792,obs_15,S,Car,DQ,10,DQ,17,1
793,obs_15,S,Cobblestone,LINEAR,10,LINEAR,17,1
794,obs_15,S,Car,OPT,24,NN,24,1
795,obs_15,S,Car,OPT,17,DQ,17,1
796,obs_15,S,Cobblestone,NN,4,OPT,4,2
797,obs_15,S,Car,DQ,4,NN,4,1
798,obs_15,S,Cobblestone,OPT,7,NN,7,1
799,obs_15,S,Car,DQ,1,DQ,4,1
800,obs_15,S,Cobblestone,OPT,7,OPT,4,2
801,obs_15,S,Cobblestone,OPT,1,Reference,0,2
802,obs_15,S,Car,LINEAR,7,OPT,7,1
803,obs_15,S,Car,OPT,4,DQ,4,1
804,obs_15,S,Cobblestone,DQ,24,NN,24,1
805,obs_15,S,Cobblestone,LINEAR,17,OPT,17,2
806,obs_15,S,Car,OPT,7,OPT,4,1
807,obs_15,S,Cobblestone,LINEAR,7,LINEAR,10,1
808,obs_15,S,Car,DQ,10,NN,10,1
809,obs_15,S,Cobblestone,LINEAR,10,DQ,10,2
810,obs_15,S,Cobblestone,NN,10,OPT,10,2
811,obs_15,S,Cobblestone,OPT,24,OPT,17,2
812,obs_15,S,Car,DQ,1,LINEAR,1,2
813,obs_15,S,Cobblestone,DQ,17,DQ,24,1
814,obs_15,S,Car,Reference,0,NN,1,1
815,obs_15,S,Cobblestone,NN,24,NN,17,2
816,obs_15,S,Cobblestone,LINEAR,1,LINEAR,4,1
817,obs_15,S,Cobblestone,DQ,17,DQ,10,1
818,obs_15,S,Car,LINEAR,1,Reference,0,1
819,obs_15,S,Car,NN,10,LINEAR,10,1
820,obs_15,S,Cobblestone,DQ,24,OPT,24,2
821,obs_15,S,Car,DQ,7,OPT,7,2
822,obs_15,S,Cobblestone,DQ,7,NN,7,1
823,obs_15,S,Car,LINEAR,10,DQ,10,2
824,obs_15,S,Car,NN,1,NN,4,1
825,obs_15,S,Car,NN,17,LINEAR,17,2
826,obs_15,S,Cobblestone,LINEAR,4,OPT,4,1
827,obs_15,S,Car,NN,24,NN,17,2
828,obs_15,S,Car,LINEAR,24,LINEAR,17,1
829,obs_15,S,Cobblestone,NN,10,NN,17,1
830,obs_15,S,Cobblestone,DQ,7,DQ,4,2
831,obs_15,S,Cobblestone,LINEAR,4,DQ,4,2
832,obs_15,S,Car,OPT,17,OPT,10,2
833,obs_15,S,Cobblestone,LINEAR,7,NN,7,1
834,obs_15,S,Cobblestone,DQ,1,DQ,4,1
835,obs_15,S,Cobblestone,LINEAR,24,OPT,24,2
836,obs_15,S,Cobblestone,OPT,4,OPT,1,1
837,obs_15,S,Car,OPT,10,NN,10,1
838,obs_15,S,Car,DQ,24,DQ,17,2
839,obs_15,S,Cobblestone,OPT,10,LINEAR,10,1
840,obs_15,S,Car,OPT,1,LINEAR,1,1
841,obs_22,S,Car,LINEAR,10,DQ,10,1
842,obs_22,S,Car,OPT,24,LINEAR,24,1
843,obs_22,S,Cobblestone,NN,10,DQ,10,1
844,obs_22,S,Cobblestone,LINEAR,1,NN,1,2
845,obs_22,S,Car,NN,10,DQ,10,1
846,obs_22,S,Car,LINEAR,17,NN,17,2
847,obs_22,S,Cobblestone,DQ,7,LINEAR,7,2
848,obs_22,S,Cobblestone,NN,4,NN,1,1
849,obs_22,S,Cobblestone,OPT,17,OPT,10,1
850,obs_22,S,Cobblestone,LINEAR,7,LINEAR,4,2
851,obs_22,S,Cobblestone,LINEAR,10,LINEAR,17,1
852,obs_22,S,Car,LINEAR,10,NN,10,2
853,obs_22,S,Car,LINEAR,10,LINEAR,7,2
854,obs_22,S,Cobblestone,LINEAR,1,DQ,1,1
855,obs_22,S,Cobblestone,OPT,24,NN,24,2
856,obs_22,S,Car,Reference,0,LINEAR,1,2
857,obs_22,S,Car,Reference,0,NN,1,2
858,obs_22,S,Cobblestone,LINEAR,17,LINEAR,24,1
859,obs_22,S,Cobblestone,DQ,7,OPT,7,2
860,obs_22,S,Cobblestone,NN,7,NN,10,1
861,obs_22,S,Car,NN,4,NN,1,2
862,obs_22,S,Cobblestone,DQ,4,NN,4,2
863,obs_22,S,Car,OPT,1,DQ,1,2
864,obs_22,S,Cobblestone,OPT,7,OPT,10,1
865,obs_22,S,Cobblestone,OPT,24,LINEAR,24,2
866,obs_22,S,Car,Reference,0,DQ,1,2
867,obs_22,S,Cobblestone,OPT,4,LINEAR,4,2
868,obs_22,S,Cobblestone,LINEAR,1,OPT,1,2
869,obs_22,S,Cobblestone,NN,4,OPT,4,2
870,obs_22,S,Cobblestone,OPT,10,DQ,10,1
871,obs_22,S,Car,NN,7,DQ,7,1
872,obs_22,S,Cobblestone,LINEAR,17,OPT,17,2
873,obs_22,S,Car,DQ,24,DQ,17,2
874,obs_22,S,Cobblestone,DQ,7,NN,7,2
875,obs_22,S,Cobblestone,NN,17,LINEAR,17,1
876,obs_22,S,Cobblestone,OPT,10,NN,10,2
877,obs_22,S,Car,OPT,1,NN,1,2
878,obs_22,S,Cobblestone,OPT,1,Reference,0,2
879,obs_22,S,Cobblestone,DQ,17,NN,17,2
880,obs_22,S,Cobblestone,LINEAR,1,Reference,0,2
881,obs_22,S,Car,OPT,10,OPT,7,2
882,obs_22,S,Cobblestone,DQ,4,LINEAR,4,2
883,obs_22,S,Cobblestone,NN,17,OPT,17,1
884,obs_22,S,Car,LINEAR,7,OPT,7,2
885,obs_22,S,Cobblestone,OPT,1,DQ,1,2
886,obs_22,S,Cobblestone,LINEAR,4,LINEAR,1,2
887,obs_22,S,Car,LINEAR,10,OPT,10,1
888,obs_22,S,Cobblestone,NN,7,OPT,7,2
889,obs_22,S,Car,DQ,17,DQ,10,2
890,obs_22,S,Cobblestone,DQ,1,NN,1,2
891,obs_22,S,Car,OPT,7,OPT,4,2
892,obs_22,S,Car,DQ,7,DQ,10,2
893,obs_22,S,Car,DQ,4,DQ,7,2
894,obs_22,S,Cobblestone,Reference,0,DQ,1,1
895,obs_22,S,Car,NN,10,NN,17,1
896,obs_22,S,Car,DQ,17,NN,17,2
897,obs_22,S,Car,OPT,24,DQ,24,1
898,obs_22,S,Cobblestone,LINEAR,10,LINEAR,7,1
899,obs_22,S,Car,NN,24,LINEAR,24,1
900,obs_22,S,Cobblestone,DQ,7,DQ,4,2
901,obs_22,S,Cobblestone,NN,7,NN,4,2
902,obs_22,S,Car,OPT,7,NN,7,1
903,obs_22,S,Cobblestone,NN,10,NN,17,1
904,obs_22,S,Car,LINEAR,1,OPT,1,2
905,obs_22,S,Car,NN,4,LINEAR,4,2
906,obs_22,S,Car,NN,4,DQ,4,2
907,obs_22,S,Car,OPT,1,OPT,4,2
908,obs_22,S,Car,NN,7,LINEAR,7,1
909,obs_22,S,Cobblestone,DQ,10,DQ,17,1
910,obs_22,S,Cobblestone,DQ,4,DQ,1,2
911,obs_22,S,Car,NN,24,DQ,24,1
912,obs_22,S,Cobblestone,OPT,17,DQ,17,1
913,obs_22,S,Car,DQ,17,OPT,17,2
914,obs_22,S,Car,DQ,1,DQ,4,1
915,obs_22,S,Car,NN,7,NN,10,1
916,obs_22,S,Car,LINEAR,17,LINEAR,24,1
917,obs_22,S,Car,LINEAR,24,DQ,24,1
918,obs_22,S,Car,DQ,4,LINEAR,4,2
919,obs_22,S,Cobblestone,DQ,17,LINEAR,17,1
920,obs_22,S,Cobblestone,DQ,17,DQ,24,1
921,obs_22,S,Car,NN,4,NN,7,1
922,obs_22,S,Car,LINEAR,10,LINEAR,17,1
923,obs_22,S,Cobblestone,NN,1,Reference,0,2
924,obs_22,S,Cobblestone,OPT,4,DQ,4,1
925,obs_22,S,Car,OPT,17,NN,17,2
926,obs_22,S,Car,OPT,4,LINEAR,4,1
927,obs_22,S,Cobblestone,DQ,24,OPT,24,1
928,obs_22,S,Car,OPT,4,DQ,4,1
929,obs_22,S,Cobblestone,NN,1,OPT,1,1
930,obs_22,S,Car,LINEAR,17,DQ,17,1
931,obs_22,S,Car,OPT,4,NN,4,2
932,obs_22,S,Cobblestone,NN,10,LINEAR,10,1
933,obs_22,S,Cobblestone,OPT,17,OPT,24,1
934,obs_22,S,Cobblestone,NN,24,DQ,24,1
935,obs_22,S,Car,OPT,17,LINEAR,17,1
936,obs_22,S,Cobblestone,OPT,7,LINEAR,7,2
937,obs_22,S,Car,OPT,24,OPT,17,2
938,obs_22,S,Car,LINEAR,1,LINEAR,4,1
939,obs_22,S,Cobblestone,NN,24,LINEAR,24,1
940,obs_22,S,Car,DQ,10,OPT,10,1
941,obs_22,S,Car,NN,24,OPT,24,1
942,obs_22,S,Car,DQ,1,LINEAR,1,2
943,obs_22,S,Car,DQ,7,OPT,7,2
944,obs_22,S,Cobblestone,LINEAR,4,NN,4,2
945,obs_22,S,Car,NN,17,NN,24,1
946,obs_22,S,Cobblestone,OPT,1,OPT,4,2
947,obs_22,S,Cobblestone,NN,24,NN,17,1
948,obs_22,S,Car,NN,1,DQ,1,1
949,obs_22,S,Cobblestone,OPT,10,LINEAR,10,1
950,obs_22,S,Car,OPT,1,Reference,0,1
951,obs_22,S,Cobblestone,LINEAR,10,DQ,10,2
952,obs_22,S,Cobblestone,DQ,24,LINEAR,24,1
953,obs_22,S,Car,DQ,7,LINEAR,7,1
954,obs_22,S,Cobblestone,DQ,10,DQ,7,2
955,obs_22,S,Cobblestone,LINEAR,7,NN,7,2
956,obs_22,S,Car,NN,10,OPT,10,1
957,obs_22,S,Car,OPT,10,OPT,17,2
958,obs_22,S,Car,LINEAR,1,NN,1,2
959,obs_22,S,Car,LINEAR,7,LINEAR,4,1
960,obs_22,S,Cobblestone,OPT,7,OPT,4,1
961,obs_20,S,Car,NN,4,LINEAR,4,2
962,obs_20,S,Car,DQ,17,DQ,24,1
963,obs_20,S,Cobblestone,NN,7,DQ,7,2
964,obs_20,S,Car,LINEAR,17,NN,17,2
965,obs_20,S,Cobblestone,NN,24,DQ,24,2
966,obs_20,S,Car,OPT,1,NN,1,2
967,obs_20,S,Cobblestone,NN,17,DQ,17,2
968,obs_20,S,Car,LINEAR,10,OPT,10,2
969,obs_20,S,Car,DQ,1,OPT,1,2
970,obs_20,S,Car,LINEAR,17,LINEAR,10,2
971,obs_20,S,Car,DQ,4,OPT,4,2
972,obs_20,S,Car,NN,7,NN,10,2
973,obs_20,S,Cobblestone,DQ,7,DQ,10,2
974,obs_20,S,Cobblestone,DQ,24,DQ,17,2
975,obs_20,S,Car,LINEAR,7,DQ,7,2
976,obs_20,S,Cobblestone,NN,7,LINEAR,7,2
977,obs_20,S,Cobblestone,OPT,7,OPT,10,2
978,obs_20,S,Cobblestone,OPT,24,LINEAR,24,1
979,obs_20,S,Cobblestone,NN,17,NN,10,2
